100370	SubjectiveAssessmentAttribute	SUB	oewn-14562074-n
100371	SubjectiveAssessmentAttribute	SUB	oewn-14562413-n
100372	SubjectiveAssessmentAttribute	SUB	oewn-14562510-n
100373	PhysicalAttribute	SUB	oewn-14562631-n
100374	SubjectiveAssessmentAttribute	SUB	oewn-14562767-n
100375	SubjectiveAssessmentAttribute	SUB	oewn-14562870-n
100376	SubjectiveAssessmentAttribute	SUB	oewn-14563126-n
100377	SubjectiveAssessmentAttribute	SUB	oewn-14563295-n
100378	Attribute	SUB	oewn-14563428-n
100379	SubjectiveAssessmentAttribute	SUB	oewn-14563562-n
10038	ListOrderFn	SUB	oewn-00452400-r
100380	Procedure	SUB	oewn-14563822-n
100381	TimeInterval	SUB	oewn-14563920-n
100382	SubjectiveAssessmentAttribute	SUB	oewn-14564057-n
100383	Agent	SUB	oewn-14564166-n
100384	SubjectiveAssessmentAttribute	EQ	oewn-14564367-n
100385	Process	SUB	oewn-14564646-n
100386	SubjectiveAssessmentAttribute	SUB	oewn-14564849-n
100387	SubjectiveAssessmentAttribute	SUB	oewn-14565140-n
100388	SubjectiveAssessmentAttribute	SUB	oewn-14565279-n
100389	SubjectiveAssessmentAttribute	SUB	oewn-14565454-n
10039	Motion	SUB	oewn-00452416-v
100390	SubjectiveAssessmentAttribute	SUB	oewn-14565922-n
100391	BiologicallyActiveSubstance	SUB	oewn-14566043-n
100392	CurrencyMeasure	SUB	oewn-14566181-n
100393	SubjectiveAssessmentAttribute	SUB	oewn-14566460-n
100394	SubjectiveAssessmentAttribute	SUB	oewn-14566585-n
100395	SubjectiveAssessmentAttribute	SUB	oewn-14566747-n
100396	SubjectiveAssessmentAttribute	SUB	oewn-14566833-n
100397	SubjectiveAssessmentAttribute	SUB	oewn-14567013-n
100398	SubjectiveAssessmentAttribute	SUB	oewn-14567154-n
100399	SubjectiveAssessmentAttribute	SUB	oewn-14567358-n
1004	Machine	CSUB	oewn-00055062-r
100400	Attribute	SUB	oewn-14567533-n
100401	SubjectiveAssessmentAttribute	SUB	oewn-14567761-n
100402	InternalAttribute	SUB	oewn-14567937-n
100403	BiologicalAttribute	SUB	oewn-14568274-n
100404	PathologicProcess	SUB	oewn-14568647-n
100405	BiologicalAttribute	SUB	oewn-14568817-n
100406	PathologicProcess	SUB	oewn-14568955-n
100407	PathologicProcess	SUB	oewn-14569150-n
100408	PathologicProcess	SUB	oewn-14569287-n
100409	PathologicProcess	SUB	oewn-14569447-n
10041	Collection	SUB	oewn-00452540-r
100410	TraitAttribute	SUB	oewn-14569644-n
100411	BiologicalAttribute	SUB	oewn-14569829-n
100412	SubjectiveAssessmentAttribute	SUB	oewn-14570034-n
100413	SubjectiveAssessmentAttribute	SUB	oewn-14570198-n
100414	InternalAttribute	SUB	oewn-14570303-n
100415	SubjectiveAssessmentAttribute	SUB	oewn-14570446-n
100416	SubjectiveAssessmentAttribute	SUB	oewn-14570638-n
100417	SubjectiveAssessmentAttribute	SUB	oewn-14570780-n
100418	SubjectiveAssessmentAttribute	SUB	oewn-14570961-n
100419	BiologicalAttribute	SUB	oewn-14571235-n
10042	Cycling	EQ	oewn-00452549-n
100420	PathologicProcess	SUB	oewn-14571568-n
100421	PathologicProcess	SUB	oewn-14571697-n
100422	Disability	EQ	oewn-14571935-n
100423	PhysicalDisability	SUB	oewn-14572505-n
100424	PhysicalDisability	SUB	oewn-14572662-n
100425	DiseaseOrSyndrome	SUB	oewn-14572876-n
100426	DiseaseOrSyndrome	SUB	oewn-14572974-n
100427	DiseaseOrSyndrome	SUB	oewn-14573083-n
100428	DiseaseOrSyndrome	SUB	oewn-14573192-n
100429	DiseaseOrSyndrome	SUB	oewn-14573301-n
10043	Removing	SUB	oewn-00452603-v
100430	DiseaseOrSyndrome	SUB	oewn-14573415-n
100431	PhysicalDisability	SUB	oewn-14573529-n
100432	DiseaseOrSyndrome	SUB	oewn-14573787-n
100434	Disability	SUB	oewn-14574061-n
100435	Disability	SUB	oewn-14574206-n
100436	SensoryDisability	SUB	oewn-14574389-n
100437	SensoryDisability	SUB	oewn-14574579-n
100438	SensoryDisability	SUB	oewn-14574738-n
100439	SensoryDisability	SUB	oewn-14574913-n
10044	Sport	SUB	oewn-00452621-n
100440	SensoryDisability	SUB	oewn-14575157-n
100441	SensoryDisability	SUB	oewn-14575296-n
100443	Disability	SUB	oewn-14575578-n
100444	SensoryDisability	SUB	oewn-14575797-n
100445	SensoryDisability	SUB	oewn-14575947-n
100446	SensoryDisability	SUB	oewn-14576069-n
100447	SensoryDisability	SUB	oewn-14576310-n
100448	SensoryDisability	SUB	oewn-14576394-n
100449	SensoryDisability	SUB	oewn-14576882-n
10045	SubjectiveAssessmentAttribute	SUB	oewn-00452640-a
100450	SensoryDisability	SUB	oewn-14577182-n
100451	Blind	SUB	oewn-14577465-n
100452	SensoryDisability	SUB	oewn-14577603-n
100453	SensoryDisability	SUB	oewn-14577937-n
100454	SensoryDisability	SUB	oewn-14578051-n
100455	SensoryDisability	SUB	oewn-14578183-n
100456	SensoryDisability	SUB	oewn-14578287-n
100457	SensoryDisability	SUB	oewn-14578445-n
100458	SensoryDisability	SUB	oewn-14578651-n
100459	SensoryDisability	SUB	oewn-14578806-n
10046	SubjectiveAssessmentAttribute	SUB	oewn-00452646-r
100460	SensoryDisability	SUB	oewn-14579006-n
100461	SensoryDisability	SUB	oewn-14579152-n
100462	BiologicalAttribute	SUB	oewn-14579280-n
100463	BiologicalAttribute	SUB	oewn-14579382-n
100464	SensoryDisability	SUB	oewn-14579554-n
100465	SensoryDisability	SUB	oewn-14579795-n
100466	SensoryDisability	SUB	oewn-14580018-n
100467	SensoryDisability	SUB	oewn-14580144-n
100468	SensoryDisability	SUB	oewn-14580248-n
100469	SensoryDisability	SUB	oewn-14580357-n
10047	Sport	SUB	oewn-00452754-n
100470	SensoryDisability	SUB	oewn-14580471-n
100471	SensoryDisability	SUB	oewn-14580683-n
